CO_CURSO,NO_CURSO
1193386,ENGENHARIA MECANICA
1304872,DANCA
1304875,GASTRONOMIA
1350634,ENFERMAGEM
1350770,ARQUITETURA E URBANISMO
1351505,DESIGN GRAFICO
1353279,SEGURANCA DA INFORMACAO
1386916,GESTAO DA QUALIDADE
1388167,ESTETICA E COSMETICA
1405113,FARMACIA
58058,ADMINISTRACAO
79656,TEOLOGIA
53794,ADMINISTRACAO
103958,GESTAO DE RECURSOS HUMANOS
104438,DIREITO
104608,GESTAO DO AGRONEGOCIO
105407,PEDAGOGIA
118236,ADMINISTRACAO
1205870,TEOLOGIA
67110,DIREITO
1161122,CIENCIAS CONTABEIS
80246,TEOLOGIA
1300312,PEDAGOGIA
73706,LETRAS   PORTUGUES E ESPANHOL
100530,PEDAGOGIA
96006,DIREITO
1349831,MEDICINA VETERINARIA
59258,ADMINISTRACAO
1054088,CIENCIAS CONTABEIS
67411,PROCESSOS GERENCIAIS
74238,MATEMATICA
74240,PEDAGOGIA
75774,AGRONOMIA
75776,ZOOTECNIA
75778,SERVICO SOCIAL
87170,PSICOLOGIA
73470,ADMINISTRACAO
73492,CIENCIAS CONTABEIS
73494,SERVICO SOCIAL
73496,PUBLICIDADE E PROPAGANDA
85766,DIREITO
1058962,FISIOTERAPIA
1058983,ENFERMAGEM
1059484,LOGISTICA
1205633,ENGENHARIA CIVIL
1205636,ENGENHARIA MECANICA
1205835,ENGENHARIA DE PRODUCAO
1303694,ARQUITETURA E URBANISMO
1303698,PSICOLOGIA
1303700,ENGENHARIA ELETRICA
1303703,NUTRICAO
1303704,MEDICINA VETERINARIA
74480,ADMINISTRACAO
89817,DIREITO
1299596,ENGENHARIA DE PRODUCAO
96004,DIREITO
74272,PEDAGOGIA
74274,ADMINISTRACAO
66467,ADMINISTRACAO
68442,DIREITO
90699,ENGENHARIA DE PRODUCAO
1205409,BIOMEDICINA
1205410,CIENCIAS CONTABEIS
1205411,ENFERMAGEM
1260654,ENGENHARIA CIVIL
1260691,ENGENHARIA MECANICA
57692,ADMINISTRACAO
57815,CIENCIAS CONTABEIS
67112,DIREITO
88918,ENFERMAGEM
96249,ANALISE E DESENVOLVIMENTO DE SISTEMAS
96255,ALIMENTOS
96363,FISIOTERAPIA
96365,FARMACIA
100504,PEDAGOGIA
103956,AGRONEGOCIO
104038,GESTAO DE RECURSOS HUMANOS
118714,ENGENHARIA AGRONOMICA
1260493,NUTRICAO
1260519,EDUCACAO FISICA
1260522,CIENCIAS BIOLOGICAS
1261240,ENGENHARIA CIVIL
1321977,PSICOLOGIA
1321986,ODONTOLOGIA
1321987,MEDICINA VETERINARIA
1353957,ARQUITETURA E URBANISMO
58827,ADMINISTRACAO
58830,CIENCIAS CONTABEIS
68433,DIREITO
80121,LETRAS   INGLES
1029273,LOGISTICA
1070750,GESTAO DE RECURSOS HUMANOS
1134382,FARMACIA
1134383,ANALISE E DESENVOLVIMENTO DE SISTEMAS
1260712,GEOGRAFIA
1260713,ARTES VISUAIS
1260714,MATEMATICA
1260716,TEOLOGIA
1322861,HISTORIA
5000222,ENFERMAGEM
5000223,PEDAGOGIA
18159,CIENCIAS CONTABEIS
54042,DIREITO
88559,ARQUITETURA E URBANISMO
88566,SERVICO SOCIAL
90665,PSICOLOGIA
116880,ADMINISTRACAO
1174892,GESTAO PUBLICA
1177484,ANALISE E DESENVOLVIMENTO DE SISTEMAS
1279601,SERVICOS JURIDICOS
1300314,ENGENHARIA CIVIL
74493,FILOSOFIA
67177,ADMINISTRACAO
67500,ENFERMAGEM
117510,NUTRICAO
122882,GESTAO DA PRODUCAO INDUSTRIAL
1125180,GESTAO DE RECURSOS HUMANOS
1126150,LOGISTICA
1354604,PEDAGOGIA
1370645,PEDAGOGIA
54051,LETRAS   PORTUGUES E ESPANHOL
54052,LETRAS   PORTUGUES E INGLES
54053,PEDAGOGIA
59798,HISTORIA
59802,MATEMATICA
59804,CIENCIAS CONTABEIS
59806,ADMINISTRACAO
97247,EDUCACAO FISICA
104628,DIREITO
359798,HISTORIA
1305063,NUTRICAO
1305065,GASTRONOMIA
1305231,BIOMEDICINA
1332241,FARMACIA
5000042,ENFERMAGEM
72871,DIREITO
59144,ADMINISTRACAO
59148,ENGENHARIA MECANICA
121001,ENGENHARIA DE CONTROLE E AUTOMACAO
1205520,CIENCIAS CONTABEIS
1205825,ENGENHARIA DE PRODUCAO
1303543,ENGENHARIA CIVIL
1330362,ENFERMAGEM
1330363,PSICOLOGIA
1364168,EDUCACAO FISICA
1385394,DIREITO
79452,TEOLOGIA
79454,FILOSOFIA
79456,PEDAGOGIA
117580,LETRAS   LINGUA PORTUGUESA
90916,ADMINISTRACAO
110912,EDUCACAO FISICA
113208,CIENCIAS CONTABEIS
114610,ENFERMAGEM
65031,ADMINISTRACAO
81210,SISTEMA DE INFORMACAO
81212,CIENCIAS CONTABEIS
89418,DIREITO
99851,AGRONOMIA
99853,ZOOTECNIA
104096,GESTAO AMBIENTAL
1071572,ENGENHARIA CIVIL
1071573,ENGENHARIA ELETRICA
1107612,ENGENHARIA AMBIENTAL E SANITARIA
1283990,MEDICINA VETERINARIA
1284719,ARQUITETURA E URBANISMO
5000251,ENGENHARIA DE PRODUCAO
67156,ODONTOLOGIA
1184047,MEDICINA
100528,PEDAGOGIA
115830,ADMINISTRACAO
1350724,CIENCIAS CONTABEIS
54112,ADMINISTRACAO
79051,DIREITO
108679,CIENCIAS CONTABEIS
109205,PEDAGOGIA
1284624,LOGISTICA
1285408,ENGENHARIA CIVIL
80299,DIREITO
96855,SISTEMA DE INFORMACAO
97081,ADMINISTRACAO
98065,PSICOLOGIA
101182,GESTAO PUBLICA
122796,ARQUITETURA E URBANISMO
122802,ODONTOLOGIA
1153354,ENGENHARIA CIVIL
1188127,MEDICINA
1193782,CIENCIAS DA COMPUTACAO
1259306,ENGENHARIA MECANICA
1322134,MEDICINA VETERINARIA
71365,TEOLOGIA
71837,FILOSOFIA
371837,FILOSOFIA
74162,CIENCIAS CONTABEIS
105966,CIENCIAS ECONOMICAS
109535,ADMINISTRACAO
88900,ADMINISTRACAO
119826,CIENCIAS CONTABEIS
120205,PEDAGOGIA
66061,ADMINISTRACAO
66096,COMUNICACAO SOCIAL   JORNALISMO
66097,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
66098,CIENCIAS CONTABEIS
87826,PSICOLOGIA
99831,PEDAGOGIA
104622,DIREITO
1280835,GESTAO DE RECURSOS HUMANOS
1280924,GESTAO FINANCEIRA
1303384,ENFERMAGEM
1303385,FARMACIA
1303386,FISIOTERAPIA
1308856,ADMINISTRACAO
1308858,CIENCIAS CONTABEIS
1308865,PEDAGOGIA
1308866,HISTORIA
1322534,BIOMEDICINA
1322535,NUTRICAO
58697,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
61656,ADMINISTRACAO
96383,DIREITO
116608,CIENCIAS CONTABEIS
117034,JORNALISMO
120593,CIENCIAS ECONOMICAS
120766,RELACÕES PUBLICAS
123159,RELACÕES INTERNACIONAIS
123161,DESIGN
1108688,ENGENHARIA ELETRICA
1108711,ENGENHARIA QUIMICA
1108712,ENGENHARIA MECANICA
1121601,COMERCIO EXTERIOR
1121603,GESTAO DE RECURSOS HUMANOS
1121604,GESTAO FINANCEIRA
1121606,MARKETING
1160150,LOGISTICA
1160153,PRODUCAO PUBLICITARIA
1322399,PRODUCAO AUDIOVISUAL
1323773,FOTOGRAFIA
5000166,ENGENHARIA CIVIL
5000167,ENGENHARIA DE PRODUCAO
5000177,ENGENHARIA AMBIENTAL E SANITARIA
5000186,ENGENHARIA DE COMPUTACAO
5275,DIREITO
5277,ODONTOLOGIA
67259,EDUCACAO FISICA
67261,FISIOTERAPIA
67291,BIOMEDICINA
89994,ENFERMAGEM
89996,FARMACIA
1108861,EDUCACAO FISICA
1173345,ENGENHARIA DE PRODUCAO
1174525,SAUDE COLETIVA
1259313,JORNALISMO
1259934,NUTRICAO
1322709,CIENCIA POLITICA
1375230,ENGENHARIA QUIMICA
5000189,ADMINISTRACAO PUBLICA
5000190,ENGENHARIA AMBIENTAL
5000192,RELACÕES INTERNACIONAIS
5000194,SERVICO SOCIAL
72897,DIREITO
75390,TURISMO
75394,CIENCIAS CONTABEIS
75396,PEDAGOGIA
75398,ADMINISTRACAO
75401,JORNALISMO
75405,PUBLICIDADE E PROPAGANDA
117310,SERVICO SOCIAL
1191344,LOGISTICA
1300474,REDES DE COMPUTADORES
1303366,GESTAO FINANCEIRA
1303367,ANALISE E DESENVOLVIMENTO DE SISTEMAS
1330273,ENGENHARIA DE PRODUCAO
66901,CIENCIAS CONTABEIS
66905,ENFERMAGEM
66907,ADMINISTRACAO
80301,DIREITO
94211,FARMACIA
94213,NUTRICAO
94215,FISIOTERAPIA
1184196,SERVICO SOCIAL
1205625,ENGENHARIA CIVIL
1322569,ODONTOLOGIA
58279,ADMINISTRACAO
58286,CIENCIAS CONTABEIS
58288,TURISMO
81216,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
91747,PEDAGOGIA
96148,DIREITO
1069967,ENFERMAGEM
1161409,ENGENHARIA CIVIL
1181406,LOGISTICA
1181407,GESTAO HOSPITALAR
1181408,GESTAO DE RECURSOS HUMANOS
1181409,MARKETING
1181410,PROCESSOS GERENCIAIS
1190541,NUTRICAO
1202785,ESTETICA E COSMETICA
1280820,FARMACIA
1441088,BIOMEDICINA
5000215,FISIOTERAPIA
54204,ENGENHARIA DE COMPUTACAO
54205,ENGENHARIA DE CONTROLE E AUTOMACAO
54207,ENGENHARIA DE TELECOMUNICACÕES
54208,ENGENHARIA QUIMICA
100644,ENGENHARIA DE PRODUCAO
1184347,ENGENHARIA MECANICA
1203645,ENGENHARIA ELETRICA
1203648,ENGENHARIA CIVIL
66645,LETRAS   INGLES
66647,LETRAS   PORTUGUES E INGLES
66650,ADMINISTRACAO
74182,HISTORIA
74184,GEOGRAFIA
81038,DIREITO
118358,PEDAGOGIA
1151647,ENFERMAGEM
1151648,BIOMEDICINA
1154734,FARMACIA
1178812,NUTRICAO
1259581,SERVICO SOCIAL
1322201,ODONTOLOGIA
117779,CIENCIAS CONTABEIS
71029,ENFERMAGEM
100536,PEDAGOGIA
101728,CIENCIAS BIOLOGICAS
118748,FARMACIA
401728,CIENCIAS BIOLOGICAS
1177105,ADMINISTRACAO
1300175,MEDICINA VETERINARIA
1349443,AGRONOMIA
101244,ADMINISTRACAO
54228,ADMINISTRACAO
54230,PEDAGOGIA
73517,ENFERMAGEM
73519,CIENCIA DA COMPUTACAO
91005,ENGENHARIA FLORESTAL
91007,FARMACIA
96014,DIREITO
1069344,ENGENHARIA CIVIL
1069345,ENGENHARIA DE PRODUCAO
1069346,ENGENHARIA MECANICA
1193189,ENGENHARIA ELETRICA
1193190,FISIOTERAPIA
1259890,ARQUITETURA E URBANISMO
1283695,NUTRICAO
1283697,ESTETICA E COSMETICA
1300032,AGRONOMIA
1300034,ENGENHARIA QUIMICA
1331009,ODONTOLOGIA
5000934,EDUCACAO FISICA
5000990,PSICOLOGIA
54237,EDUCACAO FISICA
54239,FISIOTERAPIA
56496,ENFERMAGEM
66675,ADMINISTRACAO
88478,CIENCIAS BIOLOGICAS
100506,PEDAGOGIA
1385566,ESTETICA E COSMETICA
1385691,CIENCIAS CONTABEIS
71457,BIOMEDICINA
100569,PEDAGOGIA
1284836,AGRONEGOCIO
1284838,ADMINISTRACAO
1321492,ENGENHARIA CIVIL
1322312,ESTETICA E COSMETICA
1354159,ODONTOLOGIA
90639,TEOLOGIA
390641,FILOSOFIA
1299427,ENGENHARIA DE PRODUCAO
1299428,ENFERMAGEM
1299429,NUTRICAO
1299430,ODONTOLOGIA
1299431,FISIOTERAPIA
1299432,SERVICO SOCIAL
1299433,ENGENHARIA CIVIL
1299443,ENGENHARIA AGRONOMICA
1299520,GESTAO DE RECURSOS HUMANOS
1299521,MEDICINA VETERINARIA
1299607,AGRONEGOCIO
1303831,BIOMEDICINA
1321456,FARMACIA
1321854,PSICOLOGIA
66397,DIREITO
1152843,GASTRONOMIA
1258058,ADMINISTRACAO
1332212,PSICOLOGIA
1332247,ESTETICA E COSMETICA
1364317,ODONTOLOGIA
73966,CIENCIAS CONTABEIS
54262,ADMINISTRACAO
54266,CIENCIAS CONTABEIS
54270,PUBLICIDADE E PROPAGANDA
73896,DESIGN
73898,SISTEMAS DE INFORMACAO
80098,COMUNICACAO SOCIAL   JORNALISMO
1405551,DIREITO
54296,ADMINISTRACAO
86762,DIREITO
105762,REDES DE COMPUTADORES
108232,ANALISE E DESENVOLVIMENTO DE SISTEMAS
110544,CIENCIAS CONTABEIS
120952,GESTAO DE RECURSOS HUMANOS
120958,PETROLEO E GAS
121473,ENGENHARIA DE PRODUCAO
79645,FILOSOFIA
1180776,ADMINISTRACAO
54304,DIREITO
1364851,ADMINISTRACAO
1365143,CIENCIAS ECONOMICAS
107422,SISTEMAS DE INFORMACAO
1166817,DIREITO
1166820,ENFERMAGEM
1261117,PEDAGOGIA
1261118,FISIOTERAPIA
1279706,ENGENHARIA AGRICOLA E AMBIENTAL
1279707,ADMINISTRACAO
1284201,PSICOLOGIA
1331742,EDUCACAO FISICA
54306,TEOLOGIA
54308,SERVICO SOCIAL
54310,ADMINISTRACAO
56334,NUTRICAO
57258,ENGENHARIA FLORESTAL
75676,PSICOLOGIA
88970,FISIOTERAPIA
88972,FARMACIA
117671,ODONTOLOGIA
58160,ADMINISTRACAO
58169,CIENCIAS CONTABEIS
58171,COMUNICACAO SOCIAL
78994,DIREITO
91689,PEDAGOGIA
99615,FISIOTERAPIA
100668,CIENCIA DA COMPUTACAO
1190571,ENGENHARIA CIVIL
1280548,ARQUITETURA E URBANISMO
1331462,EDUCACAO FISICA
1331463,NUTRICAO
71095,ENFERMAGEM
85721,CIENCIAS CONTABEIS
85724,PEDAGOGIA
90955,EDUCACAO FISICA
94909,FARMACIA
94911,ADMINISTRACAO
94913,BIOMEDICINA
1114906,ODONTOLOGIA
1185991,ENGENHARIA CIVIL
1260794,RADIOLOGIA
1261237,NUTRICAO
1261351,EDUCACAO FISICA
1303966,FISIOTERAPIA
1385063,DIREITO
66637,FILOSOFIA
74172,ADMINISTRACAO
1070995,ENGENHARIA DE PRODUCAO
1071000,ENGENHARIA AMBIENTAL E SANITARIA
1284359,ENGENHARIA CIVIL
69253,ADMINISTRACAO
118598,GESTAO COMERCIAL
118600,GESTAO DE RECURSOS HUMANOS
119536,CIENCIAS CONTABEIS
1181165,DIREITO
90659,DIREITO
114572,SECRETARIADO
116364,GESTAO FINANCEIRA
1136978,ADMINISTRACAO PUBLICA
1151199,CIENCIAS CONTABEIS
1158614,DIREITO
1280607,GESTAO PUBLICA
1330967,PROCESSOS GERENCIAIS
1365150,GESTAO DE RECURSOS HUMANOS
54352,TEOLOGIA
67545,FILOSOFIA
1332760,FILOSOFIA
97206,ANALISE E DESENVOLVIMENTO DE SISTEMAS
101256,DESIGN
101287,PEDAGOGIA
103860,ADMINISTRACAO
1100620,CIENCIAS CONTABEIS
1123213,ELETRONICA INDUSTRIAL
100388,PEDAGOGIA
55288,FARMACIA
56340,PEDAGOGIA
65240,ODONTOLOGIA
71589,FISIOTERAPIA
73117,ADMINISTRACAO
73119,SISTEMAS DE INFORMACAO
107637,EDUCACAO FISICA
107954,AUTOMACAO INDUSTRIAL
107956,PROCESSOS QUIMICOS
1102622,GESTAO DE RECURSOS HUMANOS
1102843,TEOLOGIA
1135057,ENGENHARIA DE CONTROLE E AUTOMACAO
1135106,EDUCACAO FISICA
1204247,NUTRICAO
1280672,ENGENHARIA DE COMPUTACAO
5000504,ENGENHARIA DE PRODUCAO
5000505,ENFERMAGEM
72501,CIENCIAS CONTABEIS
72503,ADMINISTRACAO
73610,GESTAO DE TURISMO
73614,GESTAO FINANCEIRA
73616,SECRETARIADO
73618,PROCESSOS GERENCIAIS
1109122,GESTAO DE RECURSOS HUMANOS
1136638,LOGISTICA
1136664,PEDAGOGIA
1136671,GESTAO DE RECURSOS HUMANOS
1151555,REDES DE COMPUTADORES
1153595,MARKETING
1153943,DESIGN DE MODA
1163885,SERVICO SOCIAL
1164382,ENFERMAGEM
1174450,ENFERMAGEM
1174506,REDES DE COMPUTADORES
1180836,ANALISE E DESENVOLVIMENTO DE SISTEMAS
1180846,ANALISE E DESENVOLVIMENTO DE SISTEMAS
1190337,FISIOTERAPIA
1190338,FISIOTERAPIA
1193765,EDUCACAO FISICA
1258303,LOGISTICA
1258319,EDUCACAO FISICA
1258660,SERVICO SOCIAL
1258663,ENGENHARIA CIVIL
1258664,ENGENHARIA CIVIL
1258665,ENGENHARIA DE PRODUCAO
1258666,ENGENHARIA DE PRODUCAO
1260568,ARQUITETURA E URBANISMO
1260707,NUTRICAO
1262088,GESTAO DE RECURSOS HUMANOS
1262089,ADMINISTRACAO
1262180,LOGISTICA
1285155,PSICOLOGIA
1285156,PEDAGOGIA
1285160,ADMINISTRACAO
1285205,LOGISTICA
1285207,GESTAO DE RECURSOS HUMANOS
1285276,CIENCIAS CONTABEIS
1285490,PSICOLOGIA
1300057,ADMINISTRACAO
1300058,CIENCIAS CONTABEIS
1306412,ESTETICA E COSMETICA
1306413,ESTETICA E COSMETICA
1386594,EDUCACAO FISICA
1386595,EDUCACAO FISICA
5000819,GESTAO DE TURISMO
5000821,GESTAO FINANCEIRA
5000823,SECRETARIADO
5000942,PROCESSOS GERENCIAIS
72000,ADMINISTRACAO
72119,ENGENHARIA DE PRODUCAO
80804,DIREITO
108468,ADMINISTRACAO
71995,ADMINISTRACAO
79782,REDES DE COMPUTADORES
79784,GESTAO DE RECURSOS HUMANOS
91031,ENFERMAGEM
97217,FISIOTERAPIA
108723,EDUCACAO FISICA
109303,FARMACIA
1057369,PSICOLOGIA
1177419,DESIGN DE MODA
1177420,CIENCIAS CONTABEIS
1177433,DESIGN GRAFICO
1284860,ARQUITETURA E URBANISMO
1284906,DESIGN DE INTERIORES
1304680,ANALISE E DESENVOLVIMENTO DE SISTEMAS
1304783,EDUCACAO FISICA
1332323,NUTRICAO
1388533,DIREITO
96277,DIREITO
73710,ADMINISTRACAO
96265,DIREITO
1186015,MARKETING
1186016,GESTAO DE RECURSOS HUMANOS
1205185,CIENCIAS CONTABEIS
1206031,LOGISTICA
1261671,ANALISE E DESENVOLVIMENTO DE SISTEMAS
100545,PEDAGOGIA
85294,PEDAGOGIA
112838,ADMINISTRACAO
112957,CIENCIAS CONTABEIS
118918,ENFERMAGEM
1042664,FARMACIA
1042668,ODONTOLOGIA
56040,CIENCIAS CONTABEIS
79770,ADMINISTRACAO
95933,DIREITO
54611,ADMINISTRACAO
83301,AGRONOMIA
85488,PEDAGOGIA
100534,PEDAGOGIA
110582,ENFERMAGEM
55203,PEDAGOGIA
92013,DIREITO
118087,ADMINISTRACAO
1259128,CIENCIAS CONTABEIS
1349510,ENFERMAGEM
56380,ADMINISTRACAO
98943,PEDAGOGIA
1078773,CIENCIAS CONTABEIS
1331959,ENGENHARIA AMBIENTAL
1331975,ENFERMAGEM
1365552,ENGENHARIA CIVIL
56002,FILOSOFIA
111190,PROCESSOS GERENCIAIS
96452,ADMINISTRACAO
1169709,ENFERMAGEM
1325431,PEDAGOGIA
1325432,FORMACAO DE DOCENTES PARA A EDUCACAO BASICA
5000175,DIREITO
57257,ADMINISTRACAO
1303708,GESTAO DE RECURSOS HUMANOS
1331551,CIENCIAS CONTABEIS
56598,CIENCIAS ECONOMICAS
56600,PEDAGOGIA
74040,DIREITO
1108472,TEOLOGIA PASTORAL
1300030,PSICOLOGIA
18327,ARQUITETURA E URBANISMO
26303,MUSICA
26304,MUSICA
27959,COMUNICACAO SOCIAL   RADIO E TELEVISAO
28159,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
29403,COMUNICACAO SOCIAL   JORNALISMO
65938,MUSICA
96325,MUSICA
96326,MÙSICA   REGENCIA CORAL
110012,DESIGN DE INTERIORES
110014,PRODUCAO AUDIOVISUAL
114805,ARQUITETURA E URBANISMO
123299,COMUNICACAO SOCIAL   JORNALISMO
123302,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
123303,COMUNICACAO SOCIAL   RADIO E TELEVISAO
1184900,RELACÕES PUBLICAS
1184903,RELACÕES PUBLICAS
1185416,PRODUCAO PUBLICITARIA
1185420,FOTOGRAFIA
1205015,PRODUCAO MULTIMIDIA
1273011,ADMINISTRACAO
1330218,DESIGN
1330220,MODA
1330221,DESIGN GRAFICO
1344522,ARQUITETURA E URBANISMO
54738,ADMINISTRACAO
54743,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
1188182,BIOMEDICINA
1205380,ARQUITETURA E URBANISMO
1261158,FARMACIA
1261159,ENGENHARIA CIVIL
1261743,ADMINISTRACAO
1261745,SERVICO SOCIAL
1261746,PEDAGOGIA
1261747,GESTAO DE RECURSOS HUMANOS
1279506,ENGENHARIA ELETRICA
1279507,ENGENHARIA MECANICA
1279508,ENGENHARIA QUIMICA
1279509,ODONTOLOGIA
1280250,FISIOTERAPIA
1280251,NUTRICAO
1280252,ENFERMAGEM
1281082,DESIGN DE INTERIORES
1330448,ENGENHARIA DE PRODUCAO
1330450,ENGENHARIA AMBIENTAL E SANITARIA
1383201,DIREITO
13405,HISTORIA
13407,GEOGRAFIA
13410,PEDAGOGIA
13433,DIREITO
13434,ADMINISTRACAO
13435,METEOROLOGIA
13436,CIENCIAS SOCIAIS
13437,MEDICINA VETERINARIA
13438,ENGENHARIA ELETRICA
13439,ENGENHARIA CIVIL
13440,ENGENHARIA AGRICOLA
13441,ENGENHARIA QUIMICA
13442,ENGENHARIA MECANICA
13444,ENGENHARIA DE MINAS
13445,ENGENHARIA DE MATERIAIS
13446,CIENCIA DA COMPUTACAO
13447,DESIGN
13448,MATEMATICA
13449,HISTORIA
13451,CIENCIA ECONOMICA
13452,PEDAGOGIA
13453,MEDICINA
13456,ENGENHARIA FLORESTAL
21164,ARTE E MIDIA
43962,LETRAS   ESPANHOL
79567,CIENCIAS CONTABEIS
79570,ENGENHARIA DE PRODUCAO
79572,ENFERMAGEM
99800,AGRONOMIA
99802,CIENCIAS BIOLOGICAS
99804,CIENCIAS BIOLOGICAS
99806,MATEMATICA
99808,QUIMICA
99810,FISICA
107492,ENFERMAGEM
107495,FARMACIA
112282,ENGENHARIA AMBIENTAL
112294,ENGENHARIA DE ALIMENTOS
118546,ADMINISTRACAO
118550,ENGENHARIA DE ALIMENTOS
118562,ENGENHARIA DE PETROLEO
118630,MUSICA
118632,MUSICA
118910,NUTRICAO
120777,GEOGRAFIA
121366,FILOSOFIA
121367,FILOSOFIA
122676,ODONTOLOGIA
313436,CIENCIAS SOCIAIS
313448,MATEMATICA
318388,FISICA
1101742,MEDICINA
1106561,ENGENHARIA DE BIOTECNOLOGIA E BIOPROCESSOS
1106562,ENGENHARIA DE BIOSSISTEMAS
1106578,ENGENHARIA DE PRODUCAO
1106595,CIENCIAS SOCIAIS
1106596,INTERDISCIPLINAR EM EDUCACAO NO CAMPO
1108087,PSICOLOGIA
1117877,SERVICO SOCIAL
1120733,ESTATISTICA
1129147,ARQUITETURA E URBANISMO
1134328,ENFERMAGEM
1135705,GESTAO PUBLICA
1149786,COMUNICACAO SOCIAL
1150096,AGROECOLOGIA
1152879,FISICA
1152880,MATEMATICA
1152881,QUIMICA
1152882,CIENCIAS BIOLOGICAS
1158116,LETRAS   LINGUA PORTUGUESA
1158117,LETRAS   PORTUGUES E FRANCES
1158907,LETRAS   INGLES
1160083,LETRAS   LINGUA PORTUGUESA
1162185,LETRAS   LINGUA INGLESA
1204358,FISICA
1280408,ENGENHARIA CIVIL
1364560,LETRAS   LIBRAS
9696,ADMINISTRACAO
9697,CIENCIAS CONTABEIS
9699,PEDAGOGIA
16638,ADMINISTRACAO
18321,ADMINISTRACAO
19606,DIREITO
48800,EDUCACAO FISICA
56095,FISIOTERAPIA
69468,HISTORIA
69781,LETRAS   PORTUGUES E LITERATURA
69782,LETRAS   PORTUGUES E INGLES
73655,ENFERMAGEM
79443,SERVICO SOCIAL
105914,ANALISE E DESENVOLVIMENTO DE SISTEMAS
105996,GESTAO DE RECURSOS HUMANOS
108474,FARMACIA
120026,EDUCACAO FISICA
1143501,LOGISTICA
1179326,GESTAO DE RECURSOS HUMANOS
1399844,ANALISE E DESENVOLVIMENTO DE SISTEMAS
1399858,REDES DE COMPUTADORES
5000006,PSICOLOGIA
54964,ADMINISTRACAO
65731,DIREITO
66885,ADMINISTRACAO
79798,REDES DE COMPUTADORES
104178,GESTAO DA TECNOLOGIA DA INFORMACAO
1332471,ENFERMAGEM
54842,ADMINISTRACAO
74206,CIENCIAS CONTABEIS
74212,PEDAGOGIA
109320,FISIOTERAPIA
109322,ENFERMAGEM
114601,LETRAS   LINGUA PORTUGUESA
1165339,SERVICO SOCIAL
1172361,ENGENHARIA CIVIL
1441065,FARMACIA
1441066,NUTRICAO
5000185,EDUCACAO FISICA
66793,GESTAO FINANCEIRA
66795,MARKETING
66801,COMERCIO EXTERIOR
67033,GESTAO DE RECURSOS HUMANOS
74512,PETROLEO E GAS
106464,LOGISTICA
1049967,GESTAO COMERCIAL
1260431,ENGENHARIA DE PETROLEO
1335497,GESTAO FINANCEIRA
1349458,CONSTRUCAO DE EDIFICIOS
1364279,AUTOMACAO INDUSTRIAL
1366361,REFRIGERACAO E CLIMATIZACAO
5000886,GESTAO AMBIENTAL
54854,NUTRICAO
54856,CIENCIAS BIOLOGICAS
54859,ENGENHARIA CIVIL
54860,ENGENHARIA
54861,FONOAUDIOLOGIA
63430,SERVICO SOCIAL
90428,SISTEMA DE INFORMACAO
90430,FISIOTERAPIA
117174,ADMINISTRACAO
117210,ARQUITETURA E URBANISMO
119052,ENFERMAGEM
119054,ENGENHARIA DE PRODUCAO
1074020,DIREITO
1156602,ENGENHARIA CIVIL
1156603,ENGENHARIA DE PRODUCAO
1184432,MEDICINA
1202778,ENGENHARIA ELETRICA
1259166,CIENCIAS CONTABEIS
1259167,CIENCIAS BIOLOGICAS
1322789,PSICOLOGIA
1353669,JOGOS DIGITAIS
1447299,ADMINISTRACAO
1447327,CIENCIAS CONTABEIS
1447363,GESTAO DE RECURSOS HUMANOS
54864,ADMINISTRACAO
56352,PEDAGOGIA
56353,PEDAGOGIA
120016,ENFERMAGEM
54866,TEOLOGIA
1057086,TEOLOGIA
4363,PEDAGOGIA
4368,CIENCIAS CONTABEIS
18138,ADMINISTRACAO
20602,CIENCIAS CONTABEIS
21779,PEDAGOGIA
117881,EDUCACAO FISICA
117884,ENGENHARIA QUIMICA
117920,FARMACIA
117924,ENGENHARIA MECANICA
117928,ENGENHARIA CIVIL
117936,ENGENHARIA ELETRICA
1052898,ENGENHARIA AMBIENTAL
1284138,EDUCACAO FISICA
1284141,FISIOTERAPIA
1303398,PSICOLOGIA
1303900,ODONTOLOGIA
1330607,NUTRICAO
54938,DIREITO
90059,MEDICINA
97085,NUTRICAO
97087,ADMINISTRACAO
97089,SISTEMAS DE INFORMACAO
105178,EDUCACAO FISICA
405178,EDUCACAO FISICA
1187877,ENFERMAGEM
1187878,FARMACIA
1187880,PEDAGOGIA
1205398,ENGENHARIA CIVIL
1285224,PSICOLOGIA
1307526,ADMINISTRACAO
1457050,EDUCACAO FISICA
1457051,CIENCIAS CONTABEIS
1457052,ENGENHARIA DE PRODUCAO
1457056,PEDAGOGIA
55632,CIENCIAS CONTABEIS
72105,PROCESSOS GERENCIAIS
72107,GESTAO FINANCEIRA
81194,ENFERMAGEM
85680,PEDAGOGIA
89518,ADMINISTRACAO
92015,DIREITO
104114,GESTAO DE RECURSOS HUMANOS
104494,FISIOTERAPIA
115172,NUTRICAO
122819,SERVICO SOCIAL
